2276
qstr_{reg61}.0{reg62} {reg61}.0{reg62}
qstr_{reg65?Madame:Sir} {reg65?Madame:Sir}
qstr_{!}DEBUG____Talk_con {!}DEBUG_--_Talk_context:_{reg4}
qstr_{!}DEBUG____Time_sin {!}DEBUG_--_Time_since_last_talk:_{reg4}
qstr__no_fiefs_ (no_fiefs)
qstr__fiefs:_{s0}_ (fiefs:_{s0})
qstr_{!}g_talk_troop_=_{r {!}g_talk_troop_=_{reg0}_,_g_encountered_party_=_{reg1}_,_slot_value_=_{reg2}
qstr_{!}Persuasion_attemp {!}Persuasion_attempt:_skill_{reg1}_versus_random_roll_{reg0}_(-2_through_12)
qstr_It_s_your_money_or_y It's_your_money_or_your_life,_{mate/girlie}._No_sudden_moves_or_we'll_run_you_through.
qstr_Lucky_for_you_you_ca Lucky_for_you,_you_caught_me_in_a_good_mood._Give_us_all_your_coin_and_I_might_just_let_you_live.
qstr_This_a_robbery_eh?_I This_a_robbery,_eh?_I_givin'_you_one_chance_to_hand_over_everythin'_you_got,_or_me_and_my_mates'll_kill_you._Understand?
qstr_we_have_made_very_li we_have_made_very_little_progress_so_far
qstr_we_have_suceeded_in_ we_have_suceeded_in_gaining_some_ground,_but_we_still_have_a_long_way_to_go
qstr_we_have_become_a_sig we_have_become_a_significant_force,_and_we_have_an_even_chance_of_victory
qstr_we_are_winning_the_w we_are_winning_the_war,_but_our_enemies_are_still_holding_on.
qstr_we_are_on_the_verge_ we_are_on_the_verge_of_victory._The_remaining_enemies_pose_no_threat,_but_we_still_need_to_hunt_them_down.
qstr_{reg1?She:He}_can_t_ {reg1?She:He}_can't_read_it.
qstr_{reg1?She:He}_have_a {reg1?She:He}_have_already_read_it.
qstr_{reg1?She:He}_is_rea {reg1?She:He}_is_reading_it.
qstr_{reg1?She:He}_can_re {reg1?She:He}_can_read_it.
qstr_{!}current_town_was_ {!}current_town_was_{reg1},_now_moved_to_{s7}
qstr_Your_sovereignty_has Your_sovereignty_has_no_specified_culture
qstr_Your_sovereignty_cul Your_sovereignty_culture_is:_{s11}
qstr_Sovereignty_culture: Sovereignty_culture:_None
qstr_Sovereignty_culture:_ Sovereignty_culture:_{s11}
qstr_The_goverment_of_the The_goverment_of_the_{s10}_is_{s4}.
qstr_The_upper_class_soci The_upper_class_society_is_{s5}.
qstr_The_people_are_{s6}. The_people_are_{s6}.
qstr_The_troops_have_{s7} The_troops_have_{s7}.
qstr_The_government_s_app The_government's_approach_to_trade_is_{s0}.
qstr_Our_goverment_is_{s4 Our_goverment_is_{s4}.
qstr_Our_people_are_{s6}. Our_people_are_{s6}.
qstr_Our_troops_have_{s7} Our_troops_have_{s7}.
qstr_Our_approach_to_trad Our_approach_to_trade_is_{s0}.
qstr_According__to_the_re According__to_the_report_of_our_spies
qstr_{s10}_{reg3}_lords_s {s10}_{reg3}_lords_support_{s9}.
qstr_Sorry_currently_I_ca Sorry,_currently_I_can't_provide_any_information_about_the_lord's_mood,_our_spies_haven't_reported_back_yet.
qstr_{s11}_and_{s12} {s11}_and_{s12}
qstr_{!}{s11}_{s12} {!}{s11},_{s12}
qstr_We_are_not_at_war_wi We_are_not_at_war_with_anyone.
qstr_We_are_at_war_with_{ We_are_at_war_with_{s12}.
qstr_{!}DEBUG___prisoner_ {!}DEBUG_-_prisoner_of:_{s7}
qstr_Our_sovereignty_curr Our_sovereignty_currently_has_{reg2}_soldiers
qstr_{s6}_garrisoned_in_{ {s6}_garrisoned_in_{reg2}_towns
qstr_{s6}_and_{reg2}_cast {s6}_and_{reg2}_castles.
qstr_{s6}_In_addition_we_ {s6}_In_addition_we_have_{reg2}_soldiers_in_the_field.
qstr_We_currently_have_{r We_currently_have_{reg2}_soldiers
qstr_{s6}_In_addition_you {s6}_In_addition_you_have_{reg2}_soldiers_in_your_convoy_and_{reg3}_soldiers_in_patrols.
qstr_{!}{s52}_{reg2}_{s53 {!}{s52}_{reg2}_{s53}.
qstr_He_fields_{reg2}_sol He_fields_{reg2}_soldiers.
qstr_We_currently_have_{re We_currently_have_{reg2}_soldiers_garrisoned_in_{s60}.
qstr_You_are_preferring_m You_are_preferring_melee_units.
qstr_You_are_preferring_r You_are_preferring_ranged_units.
qstr__and_the_additional_ _and_the_additional_trainers
qstr_{!}{reg2} {!}{reg2}
qstr_We_currently_have_an We_currently_have_an_income_of_{reg0}_denars_and_costs_of_{reg1}_denars_from_fiefs_and_garrions.
qstr_{s6}_We_are_losing_{ {s6}_We_are_losing_{reg0}_denars_due_to_tax_inefficiency._That_means_{reg1}_percent.
qstr_{s6}_Overall_this_su {s6}_Overall_this_sums_up_to_{reg0}_denars.
qstr_no no
qstr_{s60}_is_currently_o {s60}_is_currently_occupied_by_outlaws_you_should_counter_them_as_soon_as_possible.
qstr__We_are_expecting_{r _We_are_expecting_{reg0}_denars_for_rents
qstr__The_troop_wages_for _The_troop_wages_for_{reg0}_troops_cost_us_{reg1}_denars.
qstr_{s61}_and_{reg0}_den {s61}_and_{reg0}_denars_for_tariffs
qstr_Well_{s60}. Well,_{s60}.
qstr_{s4}_{s3}._The_tax_r {s4}_{s3}._The_tax_rate_is_{s50}.{s59}{s61}._Overall_this_sums_up_to_{s62}_denars.
qstr_Tax_rate_for_{s6}:_{ Tax_rate_for_{s6}:_{s11}
qstr_The_{s17}_has_the_fol The_{s17}_has_the_following_improvements:_{s18}.
qstr_You_have_left_the_se You_have_left_the_service_of_{s21}.
qstr_{!}DEBUG_:_diplomacy {!}DEBUG_:_diplomacy_var:_{reg0}
qstr_{!}DEBUG_:_persuasio {!}DEBUG_:_persuasion:_{reg0}
qstr_{!}DEBUG_:_pre_treat {!}DEBUG_:_pre-treaty_diplomacy_var:_{reg0}
qstr_{!}DEBUG_:_random:_{ {!}DEBUG_:_random:_{reg0}
qstr_{!}DEBUG_:_final_dip {!}DEBUG_:_final_diplomacy_var:_{reg0}
qstr_You_have_shown_great You_have_shown_great_strength_on_the_battlefield._But_why_should_I_enlist_you_within_us?
qstr_All_of_life_is_about All_of_life_is_about_pros_and_cons._Why_would_we_allow_you_to_be_our_fellow?
qstr_I_know_people_do_fea I_know,_people_do_fear_your_harshness._Should_we_though?
qstr_Indeed_I_have_heard_ Indeed,_I_have_heard_of_your_loyalty_and_valor._But_is_it_enough_to_join_us?
qstr_I_m_glad_you_want_to I'm_glad_you_want_to_support_us._But,_would_it_be_wise_for_you,_to_affiliate_to_our_family?
qstr_Beside_your_wealth_h Beside_your_wealth,_how_could_you_possibly_serve_me_and_my_family?
qstr_My_friend_I_see_your My_friend,_I_see_your_reasoning._But_would_you_really_risk_straining_our_friendship_by_entering_into_a_formal_partnership?
qstr_Agreed!_Your_words_c Agreed!_Your_words_convice_me_as_much_as_your_blade.
qstr_I_trust_you_my_famil I_trust_you,_my_family_could_use_your_resourcefulness._Together_we_will_spread_our_influence_all_over_Calradia.
qstr_May_God_have_mercy_o May_God_have_mercy_on_our_enemy_souls,_because_we_won't!
qstr_So_be_it._We_are_hon So_be_it._We_are_honored_to_accept_you_into_our_family.
qstr__I_will_appreciate_y _I_will_appreciate_you_as_much_as_a_son.
qstr_I_accept_your_reques I_accept_your_request._We_will_support_you_if_you_support_my_family.
qstr_Since_you_have_turne Since_you_have_turned_out_to_be_a_worthy_fellow,_you_should_be_worthy_for_our_entire_family.
qstr_Your_leader_is_not_e Your_leader_is_not_even_a_king_and_I_shall_join_you?
qstr_{s40}_I_would_never_ {s40}_I_would_never_join_someone_who_doesn't_own_a_town_or_castle.
qstr_{s40}_I_know_too_lit {s40}_I_know_too_little_about_your_leader.
qstr_{!}_Emissary_persuas {!}_Emissary_persuasion_attempt:_skill_factor_{reg1}_versus_random_number_{reg0}
qstr_{s40}_I_found_your_m {s40}_I_found_your_messenger_unconvincing.
qstr_{s40}_Next_time_I_wo {s40}_Next_time_I_would_prefer_to_talk_to_someone_who_doesn't_act_like_a_fool.
qstr_{s40}_Next_time_I_wou {s40}_Next_time_I_would_prefer_to_talk_to_someone_more_versed_in_courtly_manners.
qstr_{!}DEBUG___result_fo {!}DEBUG_-_result_for_security:_{reg2}_>_10
qstr_{!}DEBUG___result_for {!}DEBUG_-_result_for_political:_{reg2}_>_0
qstr_{!}DEBUG___change_pe {!}DEBUG_-_change_penalty:_{reg2}_<_20
qstr_{!}DEBUG___random:_{ {!}DEBUG_-_random:_{reg2}
qstr_{!}DEBUG___>_pledge_ {!}DEBUG_-_>_pledge_chance:_{reg2}
qstr_{!}DEBUG___result_for_ {!}DEBUG_-_result_for_security_comparative:_{reg2}_>_0
qstr_{!}DEBUG___result_for_p {!}DEBUG_-_result_for_political_comparative:_{reg2}_>_0
qstr_{s40}_I_rather_stay_ {s40}_I_rather_stay_with_my_current_king.
qstr_{s31}_{s32}_{s34} {s31}_{s32}_{s34}
qstr_{!}DEBUG_:_emissary_ {!}DEBUG_:_emissary_spotting:_{reg0}
qstr_{playername}_when_we {playername},_when_we_started_our_long_walk,_few_people_had_the_courage_to_support_me._And_fewer_still_would_be_willing_to_put_their_lives_at_risk_for_my_cause._But_you_didn't_hesitate_for_a_moment_in_throwing_yourself_at_my_enemies._We_have_gone_through_a_lot_together,_and_there_were_times_I_came_close_to_losing_all_hope._But_with_God's_help,_we_prevailed._It_is_now_time_for_me_to_leave_your_company_and_take_what's_rightfully_mine._From_now_on,_I_will_carry_out_the_great_responsibility_of_ruling_{s3}._There_still_lie_many_challanges_ahead_and_I_count_on_your_help_in_overcoming_those._And_of_course,_you_will_always_remain_as_my_foremost_vassal.
qstr_{!}_DEBUG___Native_c {!}_DEBUG_-_Native_checklist-peace-or-war_result_{reg0},_because_{s14}
qstr_{!}_Recognition_refu {!}_Recognition_refused_because_player_owns_no_fortresses_not_claimed_by_target_faction
qstr_{!}_Military_strengt {!}_Military_strength_check:_Player_faction_score_{reg0},_target_faction_score_{reg1},_benchmark_score_{reg2}
qstr_{!}_Player_faction_s {!}_Player_faction_score_for_recognition_is_{reg0},_needs_to_be_at_least_{reg1}
qstr_Find_and_speak_with_{ Find_and_speak_with_{s3}_of_{s4}_to_give_him_your_oath_of_homage.
qstr__We_will_of_course_n _We_will_of_course_need_to_wait_until_the_realm_is_no_longer_on_campaign.
qstr_{!}Party_at_address_ {!}Party_at_address_{reg0}_named_{s0}_has_slot_party_type_{reg1}_(not_castle_or_town)
qstr__{s1}_has_been_accep _{s1}_has_been_accepted_as_a_vassal_of_{s2}.
qstr_{s6}_has_joined_your_ {s6}_has_joined_your_party.
qstr_I_am_{s4}_the_ruler_ I_am_{s4},_the_ruler_of_the_{s6}
qstr_I_am_{s4}_{s8}_of_{s I_am_{s4},_{s8}_of_{s9}
qstr_I_am_{s4}_a_vassal_o I_am_{s4},_a_vassal_of_the_{s6}
qstr_{s9}{reg5?_and_the_l {s9}{reg5?_and_the_lord_of_{s8}.:.
qstr_{s13}_asked_you_to_g {s13}_asked_you_to_gather_{reg3}_heads_of_cattle_and_deliver_them_back_to_him.
qstr_{s9}_wants_you_to_fol {s9}_wants_you_to_follow_his_army_until_further_notice.
qstr_{s9}_asked_you_to_sc {s9}_asked_you_to_scout_{s13},_{s14}_and_{s15},_then_report_back.
qstr_pupil pupil
qstr_{!}_DEBUG___current_ {!}_DEBUG_-_current_kingdom_score_{reg0}_vs_player_kingdom_score_{reg1}
qstr_{!}DEBUG_support_che {!}DEBUG_support_check,_{s4}_{s0},_Threshold_{s1}
qstr_{!}DEBUG_support_chec {!}DEBUG_support_check,_{s3}_{s0},_Threshold_{s1}
qstr_{!}_DEBUG____affilia {!}_DEBUG_--_affiliated_family_member,_overriding_logic_to_continue
qstr_{!}DEBUG___liege_sco {!}DEBUG_-_liege_score_{reg0}_vs_player_score_{reg1}
qstr_{!}DEBUG_:_result_fo {!}DEBUG_:_result_for_political_is_{reg3}
qstr_you you
qstr_{!}DEBUG_:_result_for {!}DEBUG_:_result_for_new_liege_:_{reg31}
qstr_{!}DEBUG_:_result_for_ {!}DEBUG_:_result_for_old_liege_:_{reg32}
qstr_You_are_challenging_ You_are_challenging_me_to_a_duel?_How_droll!_As_you_wish,_{playername},_it_will_be_good_sport_to_bash_your_head_in.
qstr_{s16}_and_{s17} {s16}_and_{s17}
qstr_{!}{s16}_{s17} {!}{s16},_{s17}
qstr_Very_well_I_will_acc Very_well,_I_will_accept_you_back_into_my_ranks,_if_you're_ready_to_swear_your_solemn_oath_once_more.
qstr_A_pardon_will_only_b A_pardon_will_only_be_possible_if_you_are_willing_to_cede_{s17}_to_me._Do_you_agree_my_terms?
qstr_No._There_is_no_chan No._There_is_no_chance_of_peace_between_us,_I_am_not_interested.
qstr_{!}DEBUG_:_Initiativ {!}DEBUG_:_Initiative_{reg4},_helpfulness_{reg5}
qstr_{!}DEBUG____ai_behav {!}DEBUG_--_ai_behavior:_{reg0},_ai_object:_{reg1}
qstr_{s1}_exchanged_{s2}_ {s1}_exchanged_{s2}_to_{s3}_for_{s4}.
qstr_Our_marshal_{s1} Our_marshal,_{s1}
qstr_Our_liege_{s1} Our_liege,_{s1}
qstr_go_on_the_offensive_ go_on_the_offensive_now.
qstr_act_to_defend_our_la act_to_defend_our_lands.
qstr_take_more_time_to_ga take_more_time_to_gather_the_army.
qstr_{!}ERROR:_Tried_to_o {!}ERROR:_Tried_to_offer_{reg1}_as_a_fief_to_the_player,_but_it_is_not_owned_by_the_leader's_faction.
qstr_You_promised_to_help You_promised_to_help_{s13}_claim_the_throne_of_{s14}.
qstr_[{s64}]:_ [{s64}]:_
qstr_You_delivered_{reg21 You_delivered_{reg21}_{s13}.
qstr_{s64}_{s65} {s64}_{s65}
qstr_What_do_you_say_to_e What_do_you_say_to_entering_the_service_of_{s9}_as_a_mercenary_captain?_I_have_no_doubt_that_you_would_be_up_to_the_task.
qstr_{s9}_asked_you_to_ta {s9}_asked_you_to_take_a_message_to_{s13}._{s13}_was_believed_to_be_at_{s4}_when_you_were_given_this_quest.
qstr_{s9}_asked_you_to_tak {s9}_asked_you_to_take_a_message_to_{s13}_of_the_{s15}._{s13}_was_believed_to_be_at_{s4}_when_you_were_given_this_quest.
qstr_{s11}_asked_you_to_e {s11}_asked_you_to_escort_{reg65?her:his}_{s17}_{s13}_to_{s14}.
qstr_{s13}_asked_you_to_d {s13}_asked_you_to_deal_with_the_bandits_who_are_occupying_the_village_of_{s15}_and_then_report_back_to_{reg65?her:him.
qstr_{s9}_asked_you_to_ra {s9}_asked_you_to_raise_{reg1}_{s14}_and_bring_them_to_{reg65?her:him}.
qstr_{s9}_asked_you_to_co {s9}_asked_you_to_collect_taxes_from_{s3}._{reg65?She:He}_offered_to_leave_you_one-fifth_of_all_the_money_you_collect_there.
qstr_{s9}_asked_you_to_hu {s9}_asked_you_to_hunt_down_a_fugitive_named_{s4}._He_is_currently_believed_to_be_at_{s3}.
qstr_{s9}_asked_you_to_as {s9}_asked_you_to_assassinate_a_local_merchant_at_{s3}.
qstr_{s9}_has_asked_you_t {s9}_has_asked_you_to_meet_with_a_spy_in_{s13}.
qstr_{s11}_asked_you_to_f {s11}_asked_you_to_follow_the_spy_that_will_leave_{s12}._Be_careful_not_to_let_the_spy_see_you_on_the_way,_or_he_may_get_suspicious_and_turn_back._Once_the_spy_meets_with_his_accomplice,_you_are_to_capture_them_and_bring_them_back_to_{s11}.
qstr_{s11}_asked_you_to_c {s11}_asked_you_to_capture_a_lord_from_the_{s13},_any_lord,_and_then_drag_your_victim_back_to_{s11}_for_safekeeping.
qstr_{s9}_asked_you_to_le {s9}_asked_you_to_lend_your_companion_{s3}_to_him_for_a_week.
qstr_{s9}_asked_you_to_col {s9}_asked_you_to_collect_the_debt_of_{reg4}_denars_{s3}_owes_to_{reg65?her:him}._{s3}_was_at_{s4}_when_you_were_given_this_quest.
qstr_{s11}_gave_you_a_fak {s11}_gave_you_a_fake_letter_to_fool_{s13}_into_banishing_his_vassal_{s16}._You_are_to_go_near_{s14},_give_the_letter_to_one_of_your_{s15}_and_send_him_into_the_town_as_a_messenger,_believing_his_orders_to_be_genuine.
qstr_{s9}_has_requested_y {s9}_has_requested_you_to_bring_him_{reg1}_{s3}_as_prisoners.
qstr_Lend_your_experience Lend_your_experienced_surgeon_{s3}_to_{s1}.
qstr_{!}DEBUG____{reg4}_h {!}DEBUG_--_{reg4}_hours_since_last_feast_for_{s4}
qstr_Then_take_it_with_my Then_take_it,_with_my_eternal_thanks._You_are_a_noble_{man/woman}._I_will_never_forget_that_you_helped_me_in_my_time_of_need.
qstr_Forgive_me_{playerna Forgive_me,_{playername},_but_I_must_insist_you_accept_it._The_money_means_little_to_me,_and_I_owe_you_so_much._Here,_take_it,_and_let_us_speak_no_more_of_this.
qstr_{playername}_what_a_ {playername},_what_a_dear_{man/woman}_you_are,_but_I_will_not_allow_you_to_refuse_this._I_owe_you_far_more_than_I_can_say,_and_I_am_sure_you_can_put_this_money_to_far_better_use_than_I.
qstr_{s11}_asked_you_to_r {s11}_asked_you_to_rescue_{reg65?her:his}_{s17},_{s13},_from_{s14}_by_switching_clothes_and_taking_{reg4?her:his}_place_in_prison.
qstr_{s11}_asked_you_to_re {s11}_asked_you_to_rescue_{reg65?her:his}_{s17},_{s13},_from_{s14}.
qstr_{s11}_asked_you_to_d {s11}_asked_you_to_deliver_a_message_to_{s13},_who_is_imprisoned_at_{s14}.
qstr_You_agreed_to_challe You_agreed_to_challenge_{s13}_to_defend_{s11}'s_honour.
qstr_{s5}__Persuasion_str {s5}_(Persuasion_strength:_{reg5})
qstr_Persuasion_Attempt Persuasion_Attempt
qstr_Your_current_action_ Your_current_action_is_disgraceful.
qstr_{s12}_and_{s11} {s12}_and_{s11}
qstr_You_can_find_book_me You_can_find_book_merchants_at_{s11}.
qstr_{s12}_{s11} {s12},_{s11}
qstr_You_can_find_ransom_ You_can_find_ransom_brokers_at_{s11}.
qstr_You_don_t_have_enough You_don't_have_enough_money.
qstr_You_don_t_have_enough_ You_don't_have_enough_room.
qstr_Good_luck._You_get_a Good_luck._You_get_a_{s4}{s3}.
qstr_Bad_luck._You_get_a_ Bad_luck._You_get_a_{s4}{s3}.
qstr_You_get_a_{s3}. You_get_a_{s3}.
qstr_I_must_admit_I_can_t I_must_admit_I_can't_afford_to_pay_you_at_the_moment.
qstr_Are_you_mad?_That_s_ Are_you_mad?_That's_not_going_to_happen!
qstr_{!}DEBUG:_Gossip_for {!}DEBUG:_Gossip_for_troop_{reg3}
qstr_{!}DEBUG:_{s3} {!}DEBUG:_{s3}
qstr_A_villager_from_{s7} A_villager_from_{s7}_begged_you_to_save_their_village_from_the_bandits_that_took_refuge_there.
qstr_You_chose_well_{s0}. You_chose_well,_{s0}._My_{reg65?companions:lads}_know_how_to_keep_their_word_and_earn_their_pay.
qstr_Well_done_{s0}._Keep Well_done,_{s0}._Keep_the_money_and_wine_coming_our_way,_and_there's_no_foe_in_Calradia_you_need_fear.
qstr_We_are_at_your_servi We_are_at_your_service,_{s0}._Point_us_in_the_direction_of_those_who_need_hurting,_and_we'll_do_the_rest.
qstr_{!}There_is_a_local_ {!}There_is_a_local_supply_of_{s6}.
qstr_{!}{s6}_must_be_impo {!}{s6}_must_be_imported,_modifying_the_price_from_{reg0}_to_{reg1}.
qstr_{!}There_is_a_local_s {!}There_is_a_local_supply_of_{s11}.
qstr_{!}{s9}_must_be_impo {!}{s9}_must_be_imported,_modifying_the_price_from_{reg0}_to_{reg1}.
qstr_The_Guildmaster_of_{ The_Guildmaster_of_{s13}_has_asked_you_to_deal_with_looters_in_the_surrounding_countryside.
qstr_{s9}_of_{s3}_asked_y {s9}_of_{s3}_asked_you_to_deliver_{reg5}_units_of_{s6}_to_the_tavern_in_{s4}_in_7_days.
qstr_Escort_the_merchant_ Escort_the_merchant_caravan_to_the_town_of_{s8}.
qstr_The_merchant_{s9}_of The_merchant_{s9}_of_{s4}_asked_you_to_hunt_down_the_troublesome_bandits_in_the_vicinity_of_the_town.
qstr_Guildmaster_of_{s4}_ Guildmaster_of_{s4}_gave_you_{reg12}_denars_to_pay_the_ransom_of_a_girl_kidnapped_by_bandits._You_are_to_meet_the_bandits_near_{s3}_and_pay_them_the_ransom_fee._After_that_you_are_to_bring_the_girl_back_to_{s4}.
qstr_Guildmaster_of_{s4}_p Guildmaster_of_{s4}_promised_you_{reg12}_denars_if_you_can_make_sure_that_{s12}_and_{s13}_no_longer_pose_a_threat_to_a_peace_settlement_between_{s15}_and_{s14}._In_order_to_do_that,_you_must_either_convince_them_or_make_sure_they_fall_captive_and_remain_so_until_a_peace_agreement_is_made.
qstr_The_Guildmaster_of_{s The_Guildmaster_of_{s14}_has_asked_you_to_deal_with_a_group_of_bandits_terrorising_the_streets_of_{s14}._They_only_come_out_at_night,_and_only_attack_lone_travellers_on_the_streets.
qstr_Guildmaster_of_{s10} Guildmaster_of_{s10}_asked_you_to_move_a_cattle_herd_to_{s13}._You_will_earn_{reg8}_denars_in_return.
qstr_He_is_not_commanding He_is_not_commanding_any_men_at_the_moment.
qstr_He_currently_command He_currently_commands_{reg0}_men{reg1?,_of_which_around_{reg1}_are_wounded:}.
qstr_The_elder_of_the_vil The_elder_of_the_village_of_{s3}_asked_you_to_bring_them_{reg5}_packs_of_grain.
qstr_The_elder_of_the_vill The_elder_of_the_village_of_{s13}_asked_you_to_train_{reg5}_peasants_to_fight_against_local_bandits.
qstr_The_elder_of_the_villa The_elder_of_the_village_of_{s3}_asked_you_to_bring_them_{reg5}_heads_of_cattle.
qstr_{s16}_and_{s15} {s16}_and_{s15}
qstr_{!}{s16}_{s15} {!}{s16},_{s15}
qstr_I_can_smell_a_fat_pu I_can_smell_a_fat_purse_a_mile_away._Methinks_yours_could_do_with_some_lightening,_eh?
qstr_Why_it_be_another_tr Why,_it_be_another_traveller,_chance_met_upon_the_road!_I_should_warn_you,_country_here's_a_mite_dangerous_for_a_good_{fellow/woman}_like_you._But_for_a_small_donation_my_boys_and_I'll_make_sure_you_get_rightways_to_your_destination,_eh?
qstr_Well_well_look_at_th Well_well,_look_at_this!_You'd_best_start_coughing_up_some_silver,_friend,_or_me_and_my_boys'll_have_to_break_you.
qstr_There_s_a_toll_for_p There's_a_toll_for_passin'_through_this_land,_payable_to_us,_so_if_you_don't_mind_we'll_just_be_collectin'_our_due_from_your_purse...
qstr_Another_fool_come_to Another_fool_come_to_throw_{him/her}self_on_my_weapon,_eh?_Fine,_let's_fight!
qstr_We_re_not_afraid_of_ We're_not_afraid_of_you,_{sirrah/wench}._Time_to_bust_some_heads!
qstr_That_was_a_mistake._ That_was_a_mistake._Now_I'm_going_to_have_to_make_your_death_long_and_painful.
qstr_Brave_words._Let_s_s Brave_words._Let's_see_you_back_them_up_with_deeds,_cur!
qstr_your_lordship your_lordship
qstr_A_{s5}?_Well..._Yes_ A_{s5}?_Well..._Yes,_I_suppose_it_is._What_a_strange_thing_to_ask.
qstr_Eh?_No_it_most_certa Eh?_No,_it_most_certainly_is_not_a_{s5}._I'd_start_questioning_my_eyesight_if_I_were_you.
qstr_This_is_the_{reg4?to This_is_the_{reg4?town:village}_of_{s5},_{s0}.
qstr_{s6}_Our_{reg4?town: {s6}_Our_{reg4?town:village}_and_the_surrounding_lands_belong_to_you_of_course,_my_{lord/lady}.
qstr_{s6}_Our_{reg4?town:v {s6}_Our_{reg4?town:village}_and_the_surrounding_lands_belong_to_{s7}_of_the_{s8}.
qstr_{s3}_and_{s5} {s3}_and_{s5}
qstr_{!}{s3}_{s5} {!}{s3},_{s5}
qstr_{reg20?We_mostly_pro {reg20?We_mostly_produce_{s5}_here:We_don't_produce_much_here_these_days}._If_you_would_like_to_learn_more,_you_can_speak_with_our_{reg4?guildmaster:village_elder}._He_is_nearby,_right_over_there.
qstr_Do_you_have_a_need_f Do_you_have_a_need_for_merchants,_{sir/madam}?_{reg3?Me_and_{reg4?{reg3}_of_my_mates:one_of_my_mates}_are:I_am}_looking_for_a_master._We'll_join_you_for_{reg5}_denars.
